Email Communication,Переписка по электронной почте,
Email From Lead,Письмо от лида,
Email already exists,Адрес электронной почты уже существует,
Email sent,Письмо отправлено,
Email settings updated successfully,Настройки электронной почты успешно обновлены,
Emails & Signature,Электронная почта и подпись,
Enable Exotel integration to make and receive calls directly from your CRM,"Включите интеграцию с Exotel, чтобы совершать и принимать звонки непосредственно из CRM",
Enable Twilio integration to make and receive calls directly from your CRM,"Включите интеграцию с Twilio, чтобы совершать и принимать звонки непосредственно из CRM",
Enable call recording for incoming and outgoing calls,Включить запись входящих и исходящих звонков,
Enable the integration to create quotations and auto create customers in ERPNext.,Включите интеграцию для создания коммерческих предложений и автоматического создания клиентов в ERPNext.,
End Date cannot be before start date,Дата окончания не может быть раньше даты начала,
End Time Should Be After Start Time,Время окончания должно быть позже времени начала,
End Time is required,Необходимо указать время окончания,
End Time must be after Start Time,Время окончания должно быть позже времени начала,
End Time must be after Start Time for: {0},Время окончания должно быть позже времени начала для: {0},
Enter Access Key,Введите ключ доступа,
Enter Brand Name,Введите название бренда,
Enter Exotel Number,Введите номер Exotel,
Enter Personal Mobile No.,Введите личный номер мобильного телефона,
Enter Twilio Number,Введите номер Twilio,
Enter your personal mobile number used by Exotel to make calls,"Введите личный номер мобильного телефона, используемый Exotel для звонков",
Error Syncing Lead,Ошибка синхронизации лида,
Error creating lead: {0},Ошибка при создании лида: {0},
Error occurred,Произошла ошибка,
Event Details,Детали события,
Event ID is required,ID необходимо,
Event Notifications,Уведомления о событиях,
Event Title,Название события,
Event created successfully,Событие успешно создано,
Event deleted successfully,Событие успешно удалено,
Events,События,
Exhibition,Выставка,
Existing Customer,Постоянный клиент,
Exotel Integration Disabled,Интеграция с Exotel отключена,
Exotel Settings,Настройки Exotel,
Expected closure date is required.,Необходимо указать ожидаемую дату закрытия.,
Expected deal value is required.,Необходимо указать ожидаемую сумму сделки.,
Export all {0} record(s),Экспортировать все записи ({0}),
FROM,ОТ,
Failed to Add Users,Не удалось добавить пользователей,
Failed to add reaction to the message,Не удалось добавить реакцию к сообщению,
"Failed to create Email Account, Invalid credentials",Не удалось создать учётную запись электронной почты: неверные данные для входа,
Failed to delete lead sync source,Не удалось удалить источник синхронизации лидов,
Failed to delete note,Не удалось удалить заметку,
Failed to load fields layout,Не удалось загрузить расположение полей,
Failed to load file-based form controller: {0},Не удалось загрузить контроллер формы из файла: {0},
Failed to save settings,Не удалось сохранить настройки,
Failed to save workday: {0},Не удалось сохранить рабочий день: {0},
Failed to send WhatsApp message,Не удалось отправить сообщение WhatsApp,
Failed to send WhatsApp template,Не удалось отправить шаблон WhatsApp,
Failed to send comment!,Не удалось отправить комментарий!,
"Failed to update Email Account, Invalid credentials",Не удалось обновить учётную запись электронной почты: неверные данные для входа,
Failed to update attending status,Не удалось обновить статус участия,
"File ""{0}"" was skipped because size exceeds {1} MB",Файл «{0}» пропущен: его размер превышает {1} МБ,
"For all-day events, <b>set a time</b> to send reminders before the event starts",Для событий на весь день <b>укажите время</b> отправки напоминаний до начала события,
Forecasted Revenue,Прогнозируемая выручка,
Frappe CRM,Frappe CRM,
Funnel Conversion,Конверсия воронки,
GMT+5:30,GMT+5:30,
Go to Invite Page,Перейти на страницу приглашения,
Go to Website,Перейти на сайт,
Going?,Будете участвовать?,
Greater than,Больше,
Greater than or equal to,Больше или равно,
Hang Up,Завершить звонок,
Hello,Привет,
"Hi John,

Can you please provide more details on this...","Здравствуйте, Иван!

Пожалуйста, уточните подробности...",
"Hi John, \n\nCan you please provide more details on this...","Здравствуйте, Джон, \n\nНе могли бы Вы предоставить более подробную информацию об этом...",
"I understand, Add Conditions","Понятно, добавить условия",
"If enabled, a lead will be automatically created when an incoming email is received from an unknown contact.","Если включено, при получении письма от неизвестного контакта автоматически создаётся лид.",
"If enabled, emails will be pulled from this account.","Если включено, письма будут загружаться из этой учётной записи.",
Incorrect current password. Please try again.,Неверный текущий пароль. Попробуйте ещё раз.,
Industries,Отрасли,
Invalid Email Address,Некорректный адрес электронной почты,
Invalid Email or Password,Неверный адрес электронной почты или пароль,
Invalid GeoJSON,Некорректный GeoJSON,
Invalid Site URL,Некорректный адрес сайта,
Invalid Start Or End Time,Некорректное время начала или окончания,
Invalid Twilio account,Некорректная учётная запись Twilio,
Invalid Twilio application,Некорректное приложение Twilio,
Invalid Website URL,Некорректный адрес сайта,
Invalid email address,Некорректный адрес электронной почты,
Invalid field,Некорректное поле,
Invalid fields: {0},Некорректные поля: {0},
"Invalid format. Try: 1 hour 30 minutes, 2 hours, 45 seconds, 1:30:45, 90s","Некорректный формат. Примеры: 1 час 30 минут, 2 часа, 45 секунд, 1:30:45, 90s",
"Invalid format. Try: 1h 30m 45s, 1:30:45, 90s","Некорректный формат. Примеры: 1h 30m 45s, 1:30:45, 90s",
Invalid lead details supplied.,Переданы некорректные данные лида.,
Invalid or expired key,Ключ недействителен или срок его действия истёк,
Invitations sent successfully,Приглашения успешно отправлены,
Invite Agent,Пригласить сотрудника,
Invite As,Пригласить как,
Invite By Email,Пригласить по электронной почте,
Invite Users,Пригласить пользователей,
Items are required,Необходимо указать элементы,
Items must be a list,Элементы должны быть представлены списком,
"John, Jane, Doe","Иван, Анна, Петров",
Junk,Нецелевой,
Kanban settings,Настройки канбан-доски,
Language & Time,Язык и время,
Lead Form,Форма лидов,
Lead Statuses,Статус,
Lead from call {0},Лид из звонка {0},
Lead sync source deleted successfully,Источник синхронизации лидов успешно удалён,
Leads by Source,Лиды по источникам,
Less than,Меньше,
Less than or equal to,Меньше или равно,
Linked With,Связано с,
Location,Местоположение,
Login with Different Account,Войти с другой учётной записью,
Lost Deal Reasons,Причины проигрыша сделок,
Lost Details,Сведения о проигрыше,
"Lost Notes are required when Lost Reason is ""Other""","Если причина проигрыша — «Другое», необходимо добавить примечание",
Lost Reason is required,Необходимо указать причину проигрыша,
Low-Medium,Ниже среднего,
Manage ERPNext integration settings,Управляйте настройками интеграции с ERPNext,
Manage your account emails and email signature for communication.,Управляйте адресами электронной почты аккаунта и подписью для переписки.,
Manage your email signature,Управляйте подписью электронной почты,
Manage your lead sources here. Add new sources to start syncing leads automatically.,"Здесь можно управлять источниками лидов. Добавьте источник, чтобы начать автоматическую синхронизацию лидов.",
Manage your profile & login information.,Управляйте профилем и данными для входа.,
Manage your service level agreement policies,Управляйте политиками соглашения об уровне обслуживания,
Mark lead/deal as replied on response,Отмечать лид или сделку как отвеченные при получении ответа,
Master,Основная запись,
"May 1, 2025",1 мая 2025,
Maybe,Может быть,
Medium-High,Выше среднего,
Mentions,Упоминания,
Missed Call,Пропущенный звонок,
Missing mandatory fields: {0},Не заполнены обязательные поля: {0},
Mobile App Installation,Установка мобильного приложения,
Mobile No. should be a number,Номер мобильного телефона должен состоять из цифр,
Move Last Column to Next Section,Переместить последний столбец в следующий раздел,
Move Last Column to Next Tab,Переместить последний столбец на следующую вкладку,
Move Last Column to Previous Section,Переместить последний столбец в предыдущий раздел,
Move Last Column to Previous Tab,Переместить последний столбец на предыдущую вкладку,
Move to Next Tab,Переместить на следующую вкладку,
Move to Previous Tab,Переместить на предыдущую вкладку,
Negotiation,Согласование,
Nested Conditions,Вложенные условия,
New Address,Новый адрес,
New Event,Новое событие,
New Template,Новый шаблон,
New password cannot be the same as current password,Новый пароль не должен совпадать с текущим,
New password cannot be the same as current password. Please choose a different password.,Новый пароль не должен совпадать с текущим. Выберите другой пароль.,
No,Нет,
No Activities Found,Активность не найдена,
No Assignment Rules Found,Правила назначения не найдены,
No Attachments Found,Вложений нет,
No Call History,История звонков пуста,
No Comments Found,Комментариев нет,
No Contacts Added,Контакты не добавлены,
No Data Fields Added Yet,Поля данных пока не добавлены,
No Details Added,Сведения не добавлены,
No Emails Found,Писем нет,
No Events Scheduled,Нет запланированных мероприятий,
No Failure Logs Found,Журналы ошибок не найдены,
No Mobile Number Set,Номер мобильного телефона не задан,
No Notes Found,Заметок нет,
No Primary Contact Set,Основной контакт не задан,
No Priorities in the list,В списке нет приоритетов,
No Results Found,Результаты не найдены,
No SLA Policies Found,Политики SLA не найдены,
No Tasks Found,Задач нет,
No Templates Found,Шаблоны не найдены,
No Users Found,Пользователи не найдены,
No Website Found,Сайт не указан,
No WhatsApp Messages Found,Сообщений WhatsApp нет,
No Workdays in the List,В списке нет рабочих дней,
No companies found in the given site,На указанном сайте компании не найдены,
No data fields have been added yet.,Поля данных пока не добавлены.,
No emails found in your inbox. New messages will appear here soon.,Писем пока нет. Новые сообщения появятся здесь.,
No events coming up. Create a new one to keep things on track.,"Предстоящих событий нет. Создайте событие, чтобы ничего не упустить.",
No files have been attached yet. Upload files to see them here.,"Вложений пока нет. Загрузите файл, и он появится здесь.",
No holiday list found,Список праздников не найден,
No recent calls to display. Log a call or call someone now!,Недавних звонков нет. Запишите звонок или позвоните клиенту.,
No {0} available,Нет доступных записей «{0}»,
Not Equals,Не равно,
Not Set,Не задано,
Not equals,Не равно,
Not in,Не входит в,
Not like,Не соответствует шаблону,
Not permitted to access reference document {0} {1}.,Нет доступа к связанному документу {0} {1}.,
Not permitted to access the referenced WhatsApp message.,Нет доступа к связанному сообщению WhatsApp.,
Not permitted to modify fields layout,Нет прав на изменение расположения полей,
Note deleted,Заметка удалена,
Nothing here for now. Add a note to keep track of things.,"Заметок пока нет. Добавьте заметку, чтобы сохранить важную информацию.",
Nothing to do at the moment. Start organizing by adding one here.,Задач пока нет. Добавьте первую задачу.,
Now,Сейчас,
Number Chart,Числовой показатель,
Number of decimal places for non-currency numeric fields,Количество знаков после запятой для числовых полей без валюты,
Number of decimal places used for all currency values,Количество знаков после запятой для всех денежных значений,
Nurture,Прогрев,
Ongoing Deals,Текущие сделки,
Only System Managers can assign the Sales Manager role,Только системные администраторы могут назначать роль руководителя отдела продаж,
Only System Managers can assign the System Manager role,Только системные администраторы могут назначать роль системного администратора,
Only System Managers can modify other System Managers,Только системные администраторы могут изменять других системных администраторов,
Only sales users can access WhatsApp features.,Функции WhatsApp доступны только пользователям отдела продаж.,
Open Deal,Открыть сделку,
Open Lead,Открыть лид,
Open Nested Conditions,Открыть вложенные условия,
Open Website,Открыть сайт,
Organization is required to create a customer,Для создания клиента необходимо указать организацию,
Organizer,Организатор,
Other Features,Другие возможности,
Owner: {0},Владелец: {0},
Partner,Партнёр,
Password Updated Successfully,Пароль успешно обновлён,
Password is too weak. {0},Пароль слишком простой. {0},
Payment reminder from Frappé - (#{{ name }}),Напоминание об оплате от Frappé — (#{{ name }}),
Permissions update,Обновление разрешений,
Personal Mobile No.,Личный номер мобильного телефона,
Pinned View,Закреплённое представление,
Playback Speed,Скорость воспроизведения,
Please enter the {0} Access Key.,Введите ключ доступа для {0}.,
Please fix the errors in the form,Исправьте ошибки в форме,
Please provide a reason for marking this {0} as lost,"Укажите причину, по которой {0} отмечается как потерянная запись",
Please select a Priority,Выберите приоритет,
Please set a mobile number to make calls,"Чтобы совершать звонки, укажите номер мобильного телефона",
Please set a website to visit,Укажите сайт для перехода,
Please set an email address to send emails,Укажите адрес электронной почты для отправки писем,
Please specify a reason for losing the lead.,Укажите причину проигрыша лида.,
Please specify the reason for losing the lead.,Укажите причину проигрыша лида.,
Preferences Updated Successfully,Настройки успешно обновлены,
Primary Contact Set,Основной контакт установлен,
Primary email,Основной адрес электронной почты,
Primary mobile no,Основной номер мобильного телефона,
Primary phone,Основной телефон,
Priorities must be unique,Приоритеты должны быть уникальными,
Priority {0}: Priority Name is required,Приоритет {0}: необходимо указать название,
Priority {0}: Response Time is required,Приоритет {0}: необходимо указать время ответа,
Private or Public,Личное или общедоступное,
Profile Updated Successfully,Профиль успешно обновлён,
Proposal/Quotation,Предложение / расчёт,
Public Relations,Связи с общественностью,
Public View,Общедоступное представление,
Qualification,Квалификация,
Qualified,Квалифицирован,
Quick Entry Layout,Макет быстрого ввода,
Quick filters updated successfully,Быстрые фильтры успешно обновлены,
Random,Случайно,
Ready to Close,Готово к закрытию,
Recording URL not found,Ссылка на запись не найдена,
Reference document {0} {1} does not exist.,Связанный документ {0} {1} не существует.,
Referenced WhatsApp message does not exist.,Связанное сообщение WhatsApp не существует.,
Referral,Рекомендация,
Refresh Companies,Обновить список компаний,
Reject Call,Отклонить звонок,
Reload Columns,Перезагрузить столбцы,
"Reminders will be sent <b>before the event starts</b>, based on the configured time",Напоминания будут отправляться <b>до начала события</b> с учётом заданного времени,
Remove All,Удалить всё,
Remove Group,Удалить группу,
Remove Image,Удалить изображение,
Remove Last Column,Удалить последний столбец,
Remove Last Column (move fields to previous),Удалить последний столбец (переместить поля в предыдущий),
Remove Photo,Удалить фотографию,
Remove Tab,Удалить вкладку,
Remove and move columns to {0} section,Удалить и переместить столбцы в раздел «{0}»,
Reopen lead/deal on new communication,Повторно открывать лид или сделку при новом сообщении,
Response & Follow Up,Ответ и последующие действия,
Response Time is required,Необходимо указать время ответа,
Restore Demo Data,Восстановить демонстрационные данные,
SLA Policies,Политики SLA,
SLA Policy Created,Политика SLA создана,
SLA Policy Deleted,Политика SLA удалена,
SLA Policy Duplicated,Политика SLA дублирована,
SLA Policy Name is required,Необходимо указать название политики SLA,
SLA Policy Status Updated,Статус политики SLA обновлён,
SLA Policy Updated,Политика SLA обновлена,
Sales Executive,Менеджер по продажам,
Sales Trend,Динамика продаж,
Saved View,Сохранённое представление,
Schedule an Event,Запланировать мероприятие,
Search Template,Поиск шаблона,
Search User,Поиск пользователя,
Search by keyword,Поиск по ключевому слову,
See All Participants,Показать всех участников,
Select Holiday List,Выберите список праздников,
Select Medium,Выберите канал,
Select Priority,Выберите приоритет,
Select Provider,Выберите провайдера,
Select Type,Выберите тип,
Select View,Выбрать вид,
Select Workday,Выберите рабочий день,
Select a Twilio App for your CRM,Выберите приложение Twilio для CRM,
Select a Value,Выберите значение,
Select an Option,Выберите вариант,
Select date,Выберите дату,
Select date & time,Выберите дату и время,
Select the deal status to trigger the auto customer creation in ERPNext,"Выберите статус сделки, при котором клиент будет автоматически создан в ERPNext",
Select the default view for your calendar. This will be the initial view when you open the calendar,"Выберите вид календаря, который будет открываться по умолчанию",
Select time,Выберите время,
Select whether to display time with or without seconds,"Выберите, показывать ли секунды при отображении времени",
Select your ERPNext company to connect with,Выберите компанию ERPNext для подключения,
Send an Email,Отправить письмо,
Sending comment...,Отправка комментария…,
Sending email...,Отправка письма…,
Set As Default,Установить по умолчанию,
Set Currency,Установить валюту,
Set Default Priority,Установить приоритет по умолчанию,
Set First Name,Указать имя,
Set Location,Указать место,
Set an Organization,Указать организацию,
Set location…,Указать место…,
Set the Exotel number to be used for outgoing calls.,Укажите номер Exotel для исходящих звонков.,
Set the Twilio number to be used for outgoing calls.,Укажите номер Twilio для исходящих звонков.,
Set the name of your brand. Appears in the left sidebar.,Укажите название бренда. Оно отображается на левой боковой панели.,
Setting Up,Настройка,
Setting disabled successfully,Настройка успешно отключена,
Setting enabled successfully,Настройка успешно включена,
Setting up Frappe Mail requires you to have an API key and API Secret of your email account. Read more,Для настройки Frappe Mail нужны API-ключ и секретный ключ API от вашей учётной записи электронной почты. Подробнее,
Setting up GMail requires you to enable two factor authentication and app specific passwords. Read more,Для настройки Gmail необходимо включить двухфакторную аутентификацию и создать пароль приложения. Подробнее,
Setting up Outlook requires you to enable two factor authentication and app specific passwords. Read more,Для настройки Outlook необходимо включить двухфакторную аутентификацию и создать пароль приложения. Подробнее,
Setting up Sendgrid requires you to enable two factor authentication and app specific passwords. Read more,Для настройки SendGrid необходимо включить двухфакторную аутентификацию и создать пароль приложения. Подробнее,
Setting up Sparkpost requires you to enable two factor authentication and app specific passwords. Read more,Для настройки SparkPost необходимо включить двухфакторную аутентификацию и создать пароль приложения. Подробнее,
Setting up Yahoo requires you to enable two factor authentication and app specific passwords. Read more,Для настройки Yahoo необходимо включить двухфакторную аутентификацию и создать пароль приложения. Подробнее,
Setting up Yandex requires you to enable two factor authentication and app specific passwords. Read more,Для настройки Яндекс Почты необходимо включить двухфакторную аутентификацию и создать пароль приложения. Подробнее,
Settings saved,Настройки сохранены,
"Setup the Exchange Rate Provider other than 'Frankfurter' in settings, as default provider does not support currency conversion for {0} to {1}.","Выберите в настройках провайдера курсов валют, отличного от Frankfurter: провайдер по умолчанию не поддерживает конвертацию из {0} в {1}.",
Show Border,Показывать рамку,
Show Label,Показывать подпись,
Show Less,Свернуть,
"Since you added a new assignee, the {0} has been set to {1}.",После добавления нового исполнителя для {0} установлено значение «{1}».,
Site URL is required,Необходимо указать адрес сайта,
Site connection validated,Подключение к сайту проверено,
Some error occurred while creating SLA Policy,При создании политики SLA произошла ошибка,
Some error occurred while renaming SLA policy,При переименовании политики SLA произошла ошибка,
Some error occurred while updating SLA policy,При обновлении политики SLA произошла ошибка,
"Something went wrong, try again later",Что-то пошло не так. Попробуйте позже,
Start & End Time Are Required,Необходимо указать время начала и окончания,
Start Date cannot be after end date,Дата начала не может быть позже даты окончания,
Start Time is required,Необходимо указать время начала,
Start a conversation now!,Начните переписку.,
Supplier Reference,Рекомендация поставщика,
"Switch between light, dark, or system theme","Переключение между светлой, тёмной и системной темами",
Switch between outgoing email accounts when sending emails,Переключение между учётными записями исходящей почты при отправке писем,
Sync Successful!,Синхронизация выполнена!,
"Sync Successful, CRM Lead: {0}!","Синхронизация выполнена, лид CRM: {0}!",
"Sync your Contacts, Email and Calendars","Синхронизируйте контакты, электронную почту и календари",
System Defaults,Системные параметры по умолчанию,
Template Deleted Successfully,Шаблон успешно удалён,
Territories,Территории,
Thanks,Спасибо,
There are no activities to display here. Go ahead and make some changes.,Здесь пока нет активности. Добавьте первое действие.,
These fields are required: {0},Эти поля обязательны: {0},
This column contains fields. Are you sure you want to remove it?,Этот столбец содержит поля. Удалить его?,
This field is required,Это поле обязательно для заполнения,
This section contains fields. Are you sure you want to remove it?,Этот раздел содержит поля. Удалить его?,
This will restore the demo data. Are you sure you want to continue?,Демонстрационные данные будут восстановлены. Продолжить?,
Time before the event when a reminder notification will be sent by default. This will be applied to all events unless a custom notification is set for a specific event.,"Время до начала события, за которое по умолчанию отправляется уведомление. Применяется ко всем событиям, если для конкретного события не задано отдельное уведомление.",
Title is required,Требуется название,
Toggle on for Preview,Включите для предварительного просмотра,
Too many failed attempts. Please try again after some time.,Слишком много неудачных попыток. Повторите позже.,
Total Leads,Всего лидов,
Turn into a Group,Преобразовать в группу,
Twilio App Name,Название приложения Twilio,
Twilio Apps,Приложения Twilio,
Twilio Integration Disabled,Интеграция с Twilio отключена,
Twilio configuration is missing,Не настроен Twilio,
Type an email address to add attendee,Введите адрес электронной почты для добавления участника,
Type an email address to invite,Введите адрес электронной почты для приглашения,
Type something...,Введите текст...,
Unable to connect to Twilio account to fetch applications.,Не удалось подключиться к учётной записи Twilio для получения списка приложений.,
Unassign Conditions are invalid,Условия снятия назначения некорректны,
Unassignment Condition,Условие снятия назначения,
Ungroup Conditions,Разгруппировать условия,
Unknown telephony medium: {0},Неизвестный канал телефонии: {0},
Unlink & Delete,Отвязать и удалить,
Unlink & Delete {0} items,Отвязать и удалить элементы: {0},
Unlink All,Отвязать всё,
Unlink Linked Item,Отвязать связанную запись,
Unlink {0} Item(s),Отвязать элементы: {0},
Unqualified,Неквалифицирован,
Update Configuration,Обновить конфигурацию,
Update the modified timestamp on new email communication & comment for leads & deals,Обновлять время изменения лидов и сделок при появлении нового письма или комментария,
Update the modified timestamp on new email communication & comments for leads & deals,Обновлять время изменения лидов и сделок при появлении новых писем или комментариев,
Upload Photo,Загрузить фотографию,
User Configuration,Настройки пользователя,
User with email {0} already exists,Пользователь с адресом {0} уже существует,
User with email {0} already invited,Пользователь с адресом {0} уже приглашён,
User {0} cannot be removed as it has a Role Profile assigned to it.,"Пользователя {0} нельзя удалить, поскольку ему назначен профиль ролей.",
User {0} has been removed from CRM roles.,Пользователь {0} удалён из ролей CRM.,
Users Added Successfully,Пользователи успешно добавлены,
Valid conditions are required,Необходимо задать корректные условия,
Verify Connection,Проверить подключение,
View Contact,Открыть контакт,
View Location,Открыть место,
Visibility,Видимость,
Walk In,Самостоятельное обращение,
We are changing how permissions work in Frappe CRM,Мы меняем принцип работы разрешений в Frappe CRM,
Week,Неделя,
Weekly,Еженедельно,
WhatsApp Message,Сообщение WhatsApp,
Work Schedule & Holidays,Рабочий график и праздники,
You are not allowed to invite Sales Managers,Вам запрещено приглашать руководителей отдела продаж,
You are not allowed to invite System Managers,Вам запрещено приглашать системных администраторов,
You are not permitted to access CRM resources.,У вас нет доступа к ресурсам CRM.,
You are not permitted to create leads.,У вас нет прав на создание лидов.,
You are not permitted to update this call log.,У вас нет прав на изменение этой записи звонка.,
You can also copy-paste following link in your browser,Вы также можете скопировать и вставить следующую ссылку в свой браузер,
You can get your Access Key from ,Ключ доступа можно получить в ,
You cannot remove yourself.,Вы не можете удалить себя.,
You do not have permission to access this document,У вас нет разрешения на доступ к этому документу,
You don't have permission to delete this attachment,У вас нет прав на удаление этого вложения,
You must be logged in to change your password,Для изменения пароля необходимо войти в систему,
Your assignment on task {0} has been removed by {1},Ваше задание {0} было удалено пользователем {1},
Your login id is,Ваш логин id,
assigned a new task {0} to you,вам назначена новая задача {0},
assigned a {0} {1} to you,Вам назначен {0} {1},
at,в,
before at,заранее в,
converted the lead to this deal,преобразовал(а) лид в эту сделку,
created this deal,создал(а) эту сделку,
created this lead,создал(а) этот лид,
day before,за день,
days before,за несколько дней,
email already exists,такой адрес электронной почты уже существует,
exchangerate-api,exchangerate-api,
fawazahmed-exchange-api,fawazahmed-exchange-api,
hour,час,
hour before,за час,
hours,часы,
hours before,за несколько часов,
minute,минута,
minute before,за минуту,
minutes,минуты,
minutes before,за несколько минут,
next,далее,
old_value,предыдущее значение,
received a whatsapp message in {0},получил сообщение в WhatsApp в {0},
week,неделя,
week before,за неделю,
weeks,недель,
weeks before,за несколько недель,
{0} (Invalid time format),{0} (некорректный формат времени),
{0} attendees,{0} участников,
{0} awaiting,{0} ожидается,
{0} has been granted {1} access,Для {0} предоставлен доступ уровня «{1}»,
{0} hrs,{0} часов,
{0} is an Invalid Value,{0} — недопустимое значение,
{0} is an Invalid value,{0} — недопустимое значение,
{0} maybe,{0} возможно,
{0} mins,{0} минут,
{0} no,{0} нет,
{0} routing,Маршрутизация: {0},
{0} yes,{0} да,
Replied,Получен ответ,
0 seconds,0 секунд,
1 hour,1 час,
{0} hours,{0} ч.,
1 minute,1 минута,
{0} minutes,{0} мин.,
1 second,1 секунда,
{0} seconds,{0} сек.,
Application Placement,Расположение нанесения,
Applications,Нанесения,
Artwork Approval,Макет на согласовании,
Artwork File,Файл макета,
Artwork Status,Статус макета,
Attracted By,Привлёк менеджер,
Attribution,Источник привлечения,
Awaiting Artwork,Ожидает макет,
Awaiting Payment,Ожидает оплаты,
Back Placement,Спина,
Balance Due,Остаток к оплате,
Bank Card,Банковская карта,
Bank Transfer,Банковский перевод,
Cancelled,Отменено,
Cash,Наличные,
Channel,Канал,
Chest,Грудь,
Click Count,Количество переходов,
Combined,Комбинированное нанесение,
Conversation,Диалог,
Conversation Key,Ключ диалога,
Costing,Расчёт стоимости,
Customer-supplied Item,Изделие клиента,
Delivered,Выдан,
Delivery Status,Статус доставки,
Destination URL,Ссылка назначения,
Direction,Направление,
DTF Printing,DTF-печать,
Embroidery,Вышивка,
External Chat ID,Внешний ID чата,
External Message ID,Внешний ID сообщения,
External User ID,Внешний ID пользователя,
First Touch At,Дата первого обращения,
First Touch Attribution,Первичный источник обращения,
First Touch Channel,Первичный канал,
First Touch Source,Первичный источник,
Heat Transfer Printing,Термопечать,
Height (cm),Высота (см),
Identity Key,Ключ профиля,
In Preparation,В подготовке,
In Production,В производстве,
Inside Label,Внутренняя бирка,
Item Notes,Комментарий к изделию,
Item Reference,Код изделия,
Landing URL,Страница входа,
Last Clicked At,Последний переход,
Last Message At,Последнее сообщение,
Last Message Preview,Последнее сообщение,
Last Payment Date,Дата последней оплаты,
Left Sleeve,Левый рукав,
Leg,Штанина,
MAX,MAX,
Message Key,Ключ сообщения,
New Order,Новый заказ,
Not Received,Не получен,
Online Payment,Онлайн-оплата,
Order Discussion,Обсуждение заказа,
Order Items,Изделия заказа,
Order Total,Сумма заказа,
Paid,Оплачено,
Paid Amount,Оплачено,
Partially Paid,Частично оплачено,
Payment,Оплата,
Payment Details,Сведения об оплате,
Payment Due Date,Срок оплаты,
Payment Method,Способ оплаты,
Payment Status,Статус оплаты,
Payment Terms,Условия оплаты,
Pending Approval,На согласовании,
Postpayment,Постоплата,
Prepayment,Предоплата,
Primary Identity,Основной профиль,
Production,Производство,
Production Deadline,Срок готовности,
Production Details,Данные производства,
Production Manager,Ответственный за производство,
Production Method,Вид производства,
Production Notes,Комментарий для производства,
Quality Control,Контроль качества,
QR Code,QR-код,
Ready,Готов,
Ready for Pickup,Готов к выдаче,
Received,Получен,
Refused,Отказ,
Revision Required,Требуются правки,
Right Sleeve,Правый рукав,
Screen Printing,Шелкография,
Sender,Отправитель,
Sent At,Время отправки,
Size Breakdown,Размерный ряд,
Sublimation,Сублимация,
Telegram Bot Username,Имя Telegram-бота,
Tracking Code,Код отслеживания,
Unpaid,Не оплачено,
Postpaid,Постоплата,
Refunded,Возврат,
UTM Campaign,UTM-кампания,
UTM Content,UTM-содержание,
UTM Medium,UTM-канал,
UTM Source,UTM-источник,
UTM Term,UTM-запрос,
Waiting for Customer,Ожидает клиента,
Walk-in,Личное обращение,
Width (cm),Ширина (см),
Yandex Click ID,Идентификатор клика Яндекса,
Yandex Client ID,Идентификатор клиента Яндекса,
Attachment,Вложение,
Channels,Каналы,
CRM Attribution,Атрибуция CRM,
Messages from connected channels will appear here.,Здесь появятся сообщения из подключённых каналов.,
No Channel Messages Found,Сообщений из каналов нет,
Add a link to start recording who attracted each lead.,Добавьте ссылку и начните фиксировать менеджера для каждого лида.,
Clicks,Переходы,
Copy Link,Скопировать ссылку,
"Create manager-specific links for the website, maps, messengers, and QR codes.","Создавайте ссылки для конкретных менеджеров для сайта, карт, мессенджеров и QR-кодов.",
Edit Tracking Link,Изменить рекламную ссылку,
Fill in all required fields.,Заполните все обязательные поля.,
Generated automatically,Создаётся автоматически,
Link copied,Ссылка скопирована,
New Tracking Link,Новая рекламная ссылка,
No Tracking Links Found,Рекламных ссылок нет,
Tracking link deleted,Рекламная ссылка удалена,
Tracking link saved successfully,Рекламная ссылка сохранена,
Tracking Links,Рекламные ссылки,
Website — manager name,Сайт — имя менеджера,
Yandex Maps,Яндекс Карты,
Application row {0} refers to an unknown item: {1},Строка нанесения {0} ссылается на неизвестное изделие: {1},
Authentication is required,Требуется авторизация,
Every order item must have a unique item reference.,Каждое изделие в заказе должно иметь уникальный идентификатор.,
First-touch attribution can only be changed by a System Manager.,Данные о первом источнике может изменить только системный администратор.,
Message direction must be Incoming or Outgoing,Направление сообщения должно быть входящим или исходящим,
Not permitted to view lead attribution,Недостаточно прав для просмотра источников лидов,
Redirecting...,Перенаправление...,
Tracking code cannot be changed after the link is created,Код отслеживания нельзя изменить после создания ссылки,
Tracking code is required,Необходимо указать код отслеживания,
"Tracking code may contain only letters, numbers, hyphens, and underscores","Код отслеживания может содержать только буквы, цифры, дефисы и знаки подчёркивания",
Tracking link not found,Ссылка отслеживания не найдена,
Unsupported communication channel: {0},Неподдерживаемый канал связи: {0},
Unsupported reference type: {0},Неподдерживаемый тип объекта: {0},
Approved,Утверждён,
Attachment Type,Тип вложения,
Attachment URL,Ссылка на вложение,
Avito,Авито,
Closed,Закрыт,
Custom,Другое расположение,
"Example: S - 2, M - 5, L - 3","Пример: S — 2, M — 5, L — 3",
Optional. When set, Telegram links are generated with a start parameter containing the tracking code.,Необязательно. Если заполнено — ссылка Telegram будет содержать код отслеживания.,
Other,Другое,
Raw Payload,Исходные данные,
Sent,Отправлено,
